customer_id,customer_type,age,gender,income_bracket,location,account_id,transaction_type,transaction_amount,transaction_date
3,Business,25,Female,Medium,Manchester,71,Credit,3771.35,2024-09-17 10:11:39.037889
3,Business,25,Female,Medium,Manchester,71,Credit,1059.24,2024-10-17 10:11:39.037889
3,Business,25,Female,Medium,Manchester,71,Debit,1692.77,2024-10-21 10:11:39.037889
3,Business,25,Female,Medium,Manchester,71,Debit,2858.54,2024-09-14 10:11:39.037889
4,Personal,51,Male,Low,Manchester,58,Credit,595.58,2024-10-23 10:11:39.037889
4,Personal,51,Male,Low,Manchester,58,Credit,1166.79,2024-09-08 10:11:39.037889
4,Personal,51,Male,Low,Manchester,58,Credit,3706.73,2024-09-12 10:11:39.037889
4,Personal,51,Male,Low,Manchester,58,Credit,4025.52,2024-09-12 10:11:39.037889
4,Personal,51,Male,Low,Manchester,58,Credit,1331.88,2024-10-29 10:11:39.037889
4,Personal,51,Male,Low,Manchester,58,Credit,1939.46,2024-11-02 10:11:39.037889
4,Personal,51,Male,Low,Manchester,58,Credit,2316.05,2024-10-26 10:11:39.037889
4,Personal,51,Male,Low,Manchester,58,Debit,288.39,2024-09-13 10:11:39.037889
4,Personal,51,Male,Low,Manchester,58,Debit,320.06,2024-09-30 10:11:39.037889
4,Personal,51,Male,Low,Manchester,88,Credit,4804.01,2024-10-28 10:11:39.037889
4,Personal,51,Male,Low,Manchester,88,Credit,4887.87,2024-10-17 10:11:39.037889
4,Personal,51,Male,Low,Manchester,88,Debit,4303.67,2024-11-03 10:11:39.037889
4,Personal,51,Male,Low,Manchester,88,Debit,4494.75,2024-09-06 10:11:39.037889
4,Personal,51,Male,Low,Manchester,88,Debit,2813.87,2024-10-27 10:11:39.037889
4,Personal,51,Male,Low,Manchester,88,Debit,2438.92,2024-10-05 10:11:39.037889
4,Personal,51,Male,Low,Manchester,88,Debit,1279.37,2024-09-26 10:11:39.037889
5,Personal,55,Male,Medium,London,166,Credit,540.76,2024-09-18 10:11:39.037889
5,Personal,55,Male,Medium,London,166,Credit,4761.81,2024-11-01 10:11:39.037889
5,Personal,55,Male,Medium,London,166,Credit,1596.96,2024-09-21 10:11:39.037889
5,Personal,55,Male,Medium,London,166,Credit,385.55,2024-10-17 10:11:39.037889
5,Personal,55,Male,Medium,London,166,Credit,1307.29,2024-10-05 10:11:39.037889
5,Personal,55,Male,Medium,London,166,Credit,3209.42,2024-10-26 10:11:39.037889
5,Personal,55,Male,Medium,London,166,Debit,2118.19,2024-09-23 10:11:39.037889
5,Personal,55,Male,Medium,London,166,Debit,4714.52,2024-10-09 10:11:39.037889
5,Personal,55,Male,Medium,London,166,Debit,4849.76,2024-09-30 10:11:39.037889
5,Personal,55,Male,Medium,London,166,Debit,3295.31,2024-10-17 10:11:39.037889
5,Personal,55,Male,Medium,London,166,Debit,1988.82,2024-10-04 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,25,Credit,3066.69,2024-09-13 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,25,Credit,1688.52,2024-10-26 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,25,Credit,1988.04,2024-10-26 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,25,Credit,34.58,2024-10-29 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,25,Credit,1695.54,2024-09-06 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,25,Credit,3902.93,2024-10-04 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,25,Credit,3767.39,2024-09-26 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,25,Debit,2977.91,2024-10-31 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,25,Debit,1502.53,2024-10-02 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,25,Debit,878.63,2024-10-01 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,25,Debit,2315.41,2024-09-28 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,25,Debit,2312.81,2024-10-09 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,25,Debit,239.35,2024-10-17 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,79,Credit,1049.87,2024-10-12 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,79,Debit,899.66,2024-09-27 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,79,Debit,2217.91,2024-09-20 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,79,Debit,712.24,2024-09-07 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,79,Debit,3438.95,2024-09-11 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,169,Credit,86.93,2024-10-22 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,169,Credit,1009.81,2024-10-24 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,169,Debit,461.35,2024-09-09 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,169,Debit,540.93,2024-09-08 10:11:39.037889
6,Personal,73,Male,Medium,Birmingham,169,Debit,578.02,2024-10-08 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,6,Credit,543.67,2024-10-24 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,6,Credit,2075.11,2024-10-25 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,6,Debit,1910.71,2024-09-30 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,6,Debit,4567.59,2024-09-27 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,6,Debit,808.74,2024-10-19 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,87,Credit,3466.43,2024-10-14 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,87,Credit,1803.05,2024-10-30 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,87,Credit,1022.39,2024-10-01 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,87,Credit,2537.09,2024-10-23 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,87,Credit,4374.38,2024-10-29 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,87,Credit,3964.19,2024-10-27 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,87,Credit,2259.97,2024-09-11 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,87,Debit,4010.02,2024-10-13 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,87,Debit,2604.09,2024-10-11 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,87,Debit,1449.96,2024-10-19 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,189,Credit,1462.39,2024-10-24 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,189,Credit,3195.46,2024-09-05 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,189,Credit,3510.56,2024-09-10 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,189,Debit,4022.03,2024-10-01 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,189,Debit,2801.7,2024-09-19 10:11:39.037889
7,Personal,27,Female,Medium,Manchester,189,Debit,4233.5,2024-11-01 10:11:39.037889
11,Personal,57,Male,High,London,81,Credit,1851.17,2024-10-08 10:11:39.037889
11,Personal,57,Male,High,London,81,Credit,885.12,2024-09-17 10:11:39.037889
11,Personal,57,Male,High,London,81,Credit,2230.9,2024-09-15 10:11:39.037889
11,Personal,57,Male,High,London,81,Credit,1734.94,2024-10-16 10:11:39.037889
11,Personal,57,Male,High,London,81,Credit,4480.78,2024-09-25 10:11:39.037889
11,Personal,57,Male,High,London,81,Debit,2791.37,2024-10-27 10:11:39.037889
11,Personal,57,Male,High,London,81,Debit,2036.92,2024-10-11 10:11:39.037889
11,Personal,57,Male,High,London,81,Debit,2517.21,2024-09-06 10:11:39.037889
11,Personal,57,Male,High,London,81,Debit,4935.44,2024-10-01 10:11:39.037889
11,Personal,57,Male,High,London,81,Debit,4818.69,2024-09-07 10:11:39.037889
11,Personal,57,Male,High,London,81,Debit,1576.97,2024-09-30 10:11:39.037889
11,Personal,57,Male,High,London,81,Debit,4495.01,2024-10-18 10:11:39.037889
11,Personal,57,Male,High,London,81,Debit,4764.21,2024-10-25 10:11:39.037889
12,Business,23,Female,Low,Leeds,141,Credit,1311.08,2024-09-23 10:11:39.037889
12,Business,23,Female,Low,Leeds,141,Credit,4169.06,2024-09-29 10:11:39.037889
12,Business,23,Female,Low,Leeds,141,Credit,4728.06,2024-09-27 10:11:39.037889
12,Business,23,Female,Low,Leeds,141,Credit,3729.92,2024-10-05 10:11:39.037889
12,Business,23,Female,Low,Leeds,141,Debit,2926.36,2024-10-19 10:11:39.037889
12,Business,23,Female,Low,Leeds,141,Debit,1313.15,2024-10-19 10:11:39.037889
12,Business,23,Female,Low,Leeds,141,Debit,871.22,2024-10-30 10:11:39.037889
12,Business,23,Female,Low,Leeds,146,Credit,2418.79,2024-10-10 10:11:39.037889
12,Business,23,Female,Low,Leeds,146,Credit,2345.11,2024-09-11 10:11:39.037889
12,Business,23,Female,Low,Leeds,146,Credit,4939.36,2024-09-22 10:11:39.037889
12,Business,23,Female,Low,Leeds,146,Credit,3399.01,2024-10-12 10:11:39.037889
12,Business,23,Female,Low,Leeds,146,Debit,4868.15,2024-10-25 10:11:39.037889
12,Business,23,Female,Low,Leeds,146,Debit,641.6,2024-09-14 10:11:39.037889
12,Business,23,Female,Low,Leeds,146,Debit,2563.22,2024-09-29 10:11:39.037889
12,Business,23,Female,Low,Leeds,146,Debit,59.66,2024-10-23 10:11:39.037889
12,Business,23,Female,Low,Leeds,146,Debit,835.66,2024-09-25 10:11:39.037889
12,Business,23,Female,Low,Leeds,146,Debit,4233.28,2024-09-22 10:11:39.037889
12,Business,23,Female,Low,Leeds,146,Debit,4009.17,2024-09-15 10:11:39.037889
12,Business,23,Female,Low,Leeds,146,Debit,3631.03,2024-10-02 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,91,Credit,4001.69,2024-10-10 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,91,Credit,2017.55,2024-10-03 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,91,Credit,4214.68,2024-09-05 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,91,Credit,868.56,2024-09-21 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,91,Credit,3819.45,2024-11-01 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,91,Credit,4237.17,2024-10-05 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,91,Debit,4461.14,2024-10-03 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,91,Debit,2200.77,2024-10-19 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,91,Debit,586.05,2024-10-28 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,91,Debit,3071.82,2024-10-07 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,91,Debit,3138.8,2024-10-22 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,150,Credit,4160.83,2024-10-04 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,150,Credit,71.27,2024-09-09 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,150,Credit,4708.33,2024-10-15 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,150,Credit,4680.58,2024-09-23 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,150,Debit,4515.06,2024-10-10 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,150,Debit,522.56,2024-10-24 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,150,Debit,2087.52,2024-10-16 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,150,Debit,2493.58,2024-10-04 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,150,Debit,1131.56,2024-10-20 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,150,Debit,1892.88,2024-10-22 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,150,Debit,758.18,2024-10-17 10:11:39.037889
13,Personal,71,Female,Medium,Manchester,150,Debit,3769.94,2024-10-22 10:11:39.037889
14,Personal,58,Female,High,Leeds,112,Credit,1915.88,2024-10-05 10:11:39.037889
14,Personal,58,Female,High,Leeds,112,Credit,3168.24,2024-09-20 10:11:39.037889
14,Personal,58,Female,High,Leeds,112,Credit,1559.7,2024-10-02 10:11:39.037889
14,Personal,58,Female,High,Leeds,112,Credit,3925.33,2024-09-19 10:11:39.037889
14,Personal,58,Female,High,Leeds,112,Debit,2693.6,2024-09-16 10:11:39.037889
14,Personal,58,Female,High,Leeds,112,Debit,158.23,2024-09-16 10:11:39.037889
14,Personal,58,Female,High,Leeds,112,Debit,286.61,2024-10-04 10:11:39.037889
16,Personal,56,Female,Medium,London,197,Credit,932.05,2024-09-16 10:11:39.037889
16,Personal,56,Female,Medium,London,197,Credit,2431.72,2024-10-18 10:11:39.037889
16,Personal,56,Female,Medium,London,197,Credit,3687.23,2024-09-09 10:11:39.037889
16,Personal,56,Female,Medium,London,197,Credit,1512.64,2024-10-15 10:11:39.037889
16,Personal,56,Female,Medium,London,197,Credit,3639.63,2024-09-11 10:11:39.037889
16,Personal,56,Female,Medium,London,197,Credit,2956.75,2024-11-03 10:11:39.037889
16,Personal,56,Female,Medium,London,197,Debit,399.73,2024-10-30 10:11:39.037889
16,Personal,56,Female,Medium,London,197,Debit,1277.08,2024-10-29 10:11:39.037889
16,Personal,56,Female,Medium,London,197,Debit,3698.0,2024-09-28 10:11:39.037889
16,Personal,56,Female,Medium,London,197,Debit,104.24,2024-10-22 10:11:39.037889
16,Personal,56,Female,Medium,London,197,Debit,448.1,2024-10-19 10:11:39.037889
16,Personal,56,Female,Medium,London,197,Debit,3137.39,2024-09-15 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,47,Credit,1327.53,2024-09-08 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,47,Credit,3362.82,2024-10-07 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,47,Credit,3659.85,2024-09-29 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,47,Credit,3671.65,2024-09-28 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,47,Credit,3895.43,2024-09-22 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,47,Credit,367.11,2024-10-31 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,47,Credit,3142.41,2024-11-01 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,47,Debit,1817.25,2024-09-06 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,47,Debit,4758.62,2024-10-24 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,47,Debit,2300.94,2024-09-16 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,47,Debit,3722.57,2024-09-13 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,49,Credit,20.77,2024-09-28 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,49,Credit,448.67,2024-10-02 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,49,Debit,3366.68,2024-09-15 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,49,Debit,380.2,2024-10-27 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,49,Debit,2003.39,2024-09-29 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,49,Debit,2530.85,2024-10-18 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,93,Credit,2134.99,2024-09-16 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,93,Credit,3319.7,2024-10-31 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,93,Credit,1370.37,2024-10-18 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,93,Credit,2752.22,2024-10-07 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,93,Credit,2654.63,2024-09-26 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,93,Credit,1508.65,2024-10-01 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,93,Debit,2206.74,2024-11-03 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,93,Debit,4689.76,2024-10-17 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,93,Debit,1479.04,2024-10-22 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,93,Debit,4596.84,2024-09-13 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,93,Debit,4258.31,2024-10-22 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,93,Debit,3971.49,2024-10-08 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,101,Credit,1056.57,2024-09-21 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,101,Credit,853.53,2024-10-21 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,101,Credit,1671.71,2024-09-22 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,101,Debit,2548.25,2024-09-26 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,101,Debit,2762.45,2024-09-28 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,101,Debit,4799.38,2024-09-24 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,101,Debit,431.47,2024-10-12 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,101,Debit,538.87,2024-10-01 10:11:39.037889
18,Business,44,Male,Medium,Birmingham,101,Debit,4710.81,2024-10-11 10:11:39.037889
19,Personal,38,Female,Medium,Leeds,5,Credit,993.48,2024-09-14 10:11:39.037889
19,Personal,38,Female,Medium,Leeds,5,Credit,3818.58,2024-11-03 10:11:39.037889
19,Personal,38,Female,Medium,Leeds,5,Credit,3974.12,2024-10-13 10:11:39.037889
19,Personal,38,Female,Medium,Leeds,5,Credit,2780.34,2024-09-16 10:11:39.037889
19,Personal,38,Female,Medium,Leeds,5,Credit,4376.19,2024-10-09 10:11:39.037889
19,Personal,38,Female,Medium,Leeds,5,Credit,2417.62,2024-09-30 10:11:39.037889
19,Personal,38,Female,Medium,Leeds,5,Debit,3468.06,2024-10-18 10:11:39.037889
19,Personal,38,Female,Medium,Leeds,5,Debit,1596.4,2024-10-24 10:11:39.037889
19,Personal,38,Female,Medium,Leeds,5,Debit,3833.2,2024-09-25 10:11:39.037889
20,Business,33,Female,Low,London,59,Credit,1785.43,2024-10-20 10:11:39.037889
20,Business,33,Female,Low,London,59,Credit,2379.3,2024-10-07 10:11:39.037889
20,Business,33,Female,Low,London,59,Credit,1068.01,2024-10-19 10:11:39.037889
20,Business,33,Female,Low,London,59,Credit,165.23,2024-09-25 10:11:39.037889
20,Business,33,Female,Low,London,59,Credit,1610.33,2024-11-03 10:11:39.037889
20,Business,33,Female,Low,London,59,Credit,4829.61,2024-10-08 10:11:39.037889
20,Business,33,Female,Low,London,59,Debit,301.73,2024-11-01 10:11:39.037889
20,Business,33,Female,Low,London,59,Debit,3808.29,2024-09-06 10:11:39.037889
20,Business,33,Female,Low,London,59,Debit,4396.78,2024-10-16 10:11:39.037889
20,Business,33,Female,Low,London,59,Debit,1529.21,2024-09-22 10:11:39.037889
20,Business,33,Female,Low,London,59,Debit,1014.66,2024-09-30 10:11:39.037889
20,Business,33,Female,Low,London,75,Credit,4973.01,2024-09-27 10:11:39.037889
20,Business,33,Female,Low,London,75,Credit,4904.84,2024-10-19 10:11:39.037889
20,Business,33,Female,Low,London,75,Credit,1917.32,2024-09-11 10:11:39.037889
20,Business,33,Female,Low,London,75,Credit,4009.26,2024-09-07 10:11:39.037889
20,Business,33,Female,Low,London,75,Credit,4377.78,2024-09-26 10:11:39.037889
20,Business,33,Female,Low,London,75,Credit,2373.88,2024-10-06 10:11:39.037889
20,Business,33,Female,Low,London,75,Debit,4533.92,2024-10-10 10:11:39.037889
20,Business,33,Female,Low,London,75,Debit,2530.43,2024-10-11 10:11:39.037889
20,Business,33,Female,Low,London,75,Debit,731.0,2024-09-16 10:11:39.037889
20,Business,33,Female,Low,London,75,Debit,1291.07,2024-10-06 10:11:39.037889
20,Business,33,Female,Low,London,186,Credit,2905.41,2024-10-22 10:11:39.037889
20,Business,33,Female,Low,London,186,Credit,3000.29,2024-10-11 10:11:39.037889
20,Business,33,Female,Low,London,186,Credit,1022.54,2024-10-12 10:11:39.037889
20,Business,33,Female,Low,London,186,Credit,3771.21,2024-09-21 10:11:39.037889
20,Business,33,Female,Low,London,186,Debit,2304.16,2024-09-13 10:11:39.037889
20,Business,33,Female,Low,London,186,Debit,1001.31,2024-09-28 10:11:39.037889
20,Business,33,Female,Low,London,186,Debit,1356.67,2024-09-13 10:11:39.037889
20,Business,33,Female,Low,London,186,Debit,4691.07,2024-11-03 10:11:39.037889
20,Business,33,Female,Low,London,186,Debit,492.07,2024-09-12 10:11:39.037889
21,Business,57,Male,Low,London,43,Credit,1384.81,2024-10-29 10:11:39.037889
21,Business,57,Male,Low,London,43,Debit,493.9,2024-09-20 10:11:39.037889
21,Business,57,Male,Low,London,43,Debit,4797.19,2024-10-17 10:11:39.037889
21,Business,57,Male,Low,London,156,Credit,4412.09,2024-09-14 10:11:39.037889
21,Business,57,Male,Low,London,156,Credit,1944.49,2024-10-29 10:11:39.037889
21,Business,57,Male,Low,London,156,Credit,4541.19,2024-10-22 10:11:39.037889
21,Business,57,Male,Low,London,156,Credit,4204.4,2024-10-18 10:11:39.037889
21,Business,57,Male,Low,London,156,Debit,2063.62,2024-10-05 10:11:39.037889
21,Business,57,Male,Low,London,156,Debit,50.26,2024-10-09 10:11:39.037889
21,Business,57,Male,Low,London,156,Debit,99.77,2024-09-16 10:11:39.037889
21,Business,57,Male,Low,London,156,Debit,3539.61,2024-10-31 10:11:39.037889
21,Business,57,Male,Low,London,156,Debit,4284.08,2024-10-08 10:11:39.037889
22,Business,37,Male,Medium,London,96,Credit,1496.95,2024-09-15 10:11:39.037889
22,Business,37,Male,Medium,London,96,Credit,3864.94,2024-10-26 10:11:39.037889
22,Business,37,Male,Medium,London,96,Credit,2112.83,2024-10-23 10:11:39.037889
22,Business,37,Male,Medium,London,96,Debit,3097.37,2024-09-05 10:11:39.037889
22,Business,37,Male,Medium,London,96,Debit,4277.55,2024-10-06 10:11:39.037889
22,Business,37,Male,Medium,London,96,Debit,2228.56,2024-10-24 10:11:39.037889
22,Business,37,Male,Medium,London,96,Debit,2175.48,2024-11-01 10:11:39.037889
22,Business,37,Male,Medium,London,96,Debit,887.56,2024-09-11 10:11:39.037889
22,Business,37,Male,Medium,London,96,Debit,3819.09,2024-09-11 10:11:39.037889
22,Business,37,Male,Medium,London,151,Debit,137.32,2024-10-10 10:11:39.037889
22,Business,37,Male,Medium,London,151,Debit,4696.86,2024-10-14 10:11:39.037889
22,Business,37,Male,Medium,London,151,Debit,1060.47,2024-09-18 10:11:39.037889
22,Business,37,Male,Medium,London,151,Debit,475.13,2024-09-18 10:11:39.037889
22,Business,37,Male,Medium,London,151,Debit,1851.53,2024-09-18 10:11:39.037889
22,Business,37,Male,Medium,London,151,Debit,3973.39,2024-10-04 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,2,Credit,715.28,2024-09-05 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,2,Credit,2570.25,2024-09-11 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,2,Credit,3428.71,2024-10-21 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,2,Credit,4886.77,2024-10-28 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,2,Credit,1158.47,2024-10-10 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,2,Credit,4720.18,2024-10-01 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,2,Credit,3556.63,2024-09-06 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,2,Credit,4848.43,2024-09-09 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,2,Credit,2242.22,2024-09-07 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,2,Debit,3548.96,2024-10-06 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,2,Debit,1519.07,2024-11-03 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,2,Debit,3058.5,2024-10-10 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,118,Credit,1219.14,2024-10-26 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,118,Credit,3316.9,2024-10-16 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,118,Credit,1704.35,2024-09-12 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,118,Credit,1823.18,2024-10-31 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,118,Credit,3709.99,2024-10-04 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,118,Debit,1322.88,2024-10-03 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,118,Debit,4629.94,2024-10-16 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,118,Debit,1876.56,2024-10-25 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,118,Debit,707.6,2024-10-16 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,118,Debit,939.7,2024-09-28 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,118,Debit,2130.12,2024-10-20 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,118,Debit,4527.69,2024-10-22 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,118,Debit,4440.96,2024-10-02 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,118,Debit,1182.45,2024-10-29 10:11:39.037889
23,Corporate,27,Male,Medium,Manchester,152,Credit,4432.89,2024-10-21 10:11:39.037889
